filename,int-bounds,big-arr,big-arr-10x,linked,dlinked,bintree
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp864.h_cp864_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp865.h_cp865_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp874.h_cp874_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp922.h_cp922_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp856.h_cp856_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1131.h_cp1131_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp866.h_cp866_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp869.h_cp869_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp437.h_cp437_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp50221_0208_ext.h_cp50221_0208_ext_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgeorgian_academy.h_georgian_academy_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgeorgian_ps.h_georgian_ps_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libarmscii_8.h_armscii_8_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libascii.h_ascii_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp857.h_cp857_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp858.h_cp858_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_14.h_iso8859_14_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libjava.h_java_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp862.h_cp862_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp863.h_cp863_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_10.h_iso8859_10_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_11.h_iso8859_11_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_9.h_iso8859_9_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_cnext.h_iso2022_cn_ext_reset.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_15.h_iso8859_15_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_16.h_iso8859_16_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgb18030uni.h_gb18030uni_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgbkext_inv.h_gbkext_inv_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libflushwc.h_normal_flushwc.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgb18030ext.h_gb18030ext_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libatarist.h_atarist_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libjisx0201.h_jisx0201_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso646_jp.h_iso646_jp_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_1.h_iso8859_1_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso646_cn.h_iso646_cn_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_8.h_iso8859_8_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp932ext.h_cp932ext_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_iceland.h_mac_iceland_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_romania.h_mac_romania_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libhp_roman8.h_hp_roman8_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_kr.h_iso2022_kr_reset.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_jp3.h_iso2022_jp3_flushwc.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_jp2.h_iso2022_jp2_reset.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_arabic.h_mac_arabic_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_4.h_iso8859_4_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp936ext.h_cp936ext_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_Arduinotestsdevicetest_libctstring.c_myset.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_thai.h_mac_thai_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_centraleurope.h_mac_centraleurope_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_5.h_iso8859_5_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_roman.h_mac_roman_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libc99.h_c99_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_greek.h_mac_greek_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libnextstep.h_nextstep_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmulelao.h_mulelao_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf8.h_utf8_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_turkish.h_mac_turkish_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_hebrew.h_mac_hebrew_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp950ext.h_cp950ext_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_ukraine.h_mac_ukraine_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libviscii.h_viscii_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_cn.h_iso2022_cn_reset.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_6.h_iso8859_6_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_7.h_iso8859_7_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs2internal.h_ucs2internal_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs2le.h_ucs2le_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libriscos1.h_riscos1_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libkoi8_r.h_koi8_r_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libhkscs2008.h_hkscs2008_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15srclibbinary-io.h_set_binary_mode.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libkoi8_u.h_koi8_u_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libpt154.h_pt154_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs2be.h_ucs2be_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_cns11643.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_croatian.h_mac_croatian_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_cyrillic.h_mac_cyrillic_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_gbk1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_gbk2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libhkscs2001.h_hkscs2001_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15srclibsigprocmask.c_sigpending.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_sjis.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_uhc_1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_gbk1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_gbk2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_gbk2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_uhc_2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_sjis.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_uhc_1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_big5.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_cns11643.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_uhc_1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_uhc_2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_uhc_2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_big5.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_hkscs.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_johab_hangul.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libkoi8_ru.h_koi8_ru_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libkoi8_t.h_koi8_t_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_normal.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libtds565.h_tds565_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_johab_hangul.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_normal.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_hkscs.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_johab_hangul.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_big5.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_gbk1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecodercode128.c_calc_check.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecodercode39.c_check_width.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_normal.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_sjis.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_gbk1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_gbk2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarconvert.c__zbar_format_lookup.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarconvert.c_convert_write_rgb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_sjis.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_uhc_1.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libloop_wchar.h_wchar_id_loop_reset.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs2.h_ucs2_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libuhc_1.h_uhc_1_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libuhc_2.h_uhc_2_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_Craftdepsglfwexamplesboing.c_TruncateDeg.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoder.h_decode_e.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeqrdec.c_qr_hamming_dist.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecodercode93.c_check_width.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeutil.c_qr_isqrt.c,0,1,2,NA,NA,NA
/home/41k1/extr_Craftdepsglfwexamplesboing.c_deg2rad.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs4.h_ucs4_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs4be.h_ucs4be_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_col_normal.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf16le.h_utf16le_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15srclibsigprocmask.c_sigemptyset.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarjpeg.c_term_source.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs4internal.h_ucs4internal_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs4le.h_ucs4le_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecodercodabar.c_check_width.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderean.c_check_width.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoder.c_decoder_set_config_int.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderqr_finder.c__zbar_decoder_get_qr_finder_line.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarprocessorposix.c__zbar_event_destroy.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf32be.h_utf32be_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf32le.h_utf32le_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15librk1048.h_rk1048_wctomb.c,0,NA,1,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeutil.c_qr_ilog.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_uhc_2.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_is_charset2uni_large.c,0,NA,NA,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf16.h_utf16_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_calc_value4.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarsymbol.c_zbar_get_addon_name.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf16be.h_utf16be_wctomb.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_check_width.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarsymbol.c_zbar_get_orientation_name.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarsymbol.c_zbar_get_config_name.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_append_check14.c,NA,NA,0,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarsymbol.c_zbar_get_symbol_name.c,0,1,2,NA,NA,NA
/home/41k1/extr_BGAQRCode-Androidzbarsrcmainjnizbarimage.c_zbar_image_set_size.c,0,NA,NA,NA,NA,NA
